drug,cosine_sim
CID000160051,0.0596467488450354
CID000003478,0.08756737029371842
CID000002173,0.12348962055515955
CID000003661,0.030307951614331752
CID000005578,-0.026601003415735347
CID000508230,0.047698828158623696
CID000005454,-0.10562972096498124
CID000005717,0.01026353991197837
CID000000085,-0.12964515754956984
CID000000206,-0.04091815149903821
CID000000119,0.06280806346619927
CID000003928,0.09627961907963833
CID000003467,0.02299282581633766
CID000004547,-0.03975634427792718
CID005362420,0.03362263162047574
CID000004499,0.015500124074451338
CID003062316,0.0882212570527765
CID000004920,0.01672733728170639
CID000005253,-0.021385763493900978
CID000060795,-0.02320120114942381
CID000004473,0.057628033298280035
CID005381226,-0.005715277925000706
CID000054374,-0.11268678314998448
CID000002130,-0.060748241880348886
CID000060612,0.03039924652182502
CID000002720,0.024891756044188695
CID003081884,-0.0027374921632532523
CID000002142,0.11674647832971685
CID000003152,-0.016910453205297493
CID000002732,0.07730803117268437
CID000147912,-0.026805133433964734
CID000047725,0.04438018680680389
CID000002474,-0.09531256594644555
CID000005078,-0.03348803674651024
CID000027686,0.033923742350823405
CID000004034,-0.023618735603023078
CID000004044,0.08316684107937089
CID000003203,-0.08588122801460618
CID000004999,0.010321649927121701
CID000002478,-0.06932009297611974
CID000004095,0.014202494293367063
CID000003114,0.07008543017186897
CID000213039,-0.062059860338500306
CID000060696,0.033325686748534644
CID000002727,-0.030201204948656635
CID000004539,-0.046565274301295645
CID000003007,0.017500577297966613
CID006398970,-0.015096965796828954
CID000110635,-0.06995074888331088
CID000003690,0.02895618300347924
CID000176870,0.09571346090892352
CID000005771,-0.06002998182738439
CID004183806,-0.03433071206765237
CID000003706,0.0356855436360235
CID000060843,-0.025194682031270954
CID000004991,-0.08085122982774795
CID000004542,-0.015451364911636789
CID000115237,-0.06002462575503742
CID000000564,0.010264407533997044
CID000003148,0.014302624843735234
CID000002676,0.05127860769728976
CID000005734,-0.025315250630463915
CID000002274,0.04762640284653474
CID000004834,-0.07994170165362524
CID000002712,-0.07412707929311924
CID000054547,0.05879954938145293
CID000041774,-0.09160683815801307
CID000005721,0.06465322753876457
CID000003914,-0.10058853615597041
CID000002512,-0.025286004640987958
CID000005593,0.01387848418970572
CID000004064,0.043808795078496776
CID000125017,-0.08841979975051206
CID000004536,0.08394107201460854
CID000504578,0.016296101071191282
CID000039765,-0.01680289454157391
CID000005731,0.05524570267355011
CID000012536,-0.1403287193290932
CID000071273,-0.06768414662721911
CID000002578,0.006694817292556943
CID000005206,-0.049386484784797124
CID000131536,-0.010376362390497995
CID000003964,-0.0500086335972425
CID000041317,0.030560636672369967
CID000005297,0.0017240149420987283
CID000004451,0.0981519858883596
CID000060815,0.09213590223332746
CID000005746,-0.05311319981490392
CID000002733,0.021975234585372982
CID000005210,0.02252572662516561
CID000005453,-0.043748702793519056
CID000000214,0.0433568414024017
CID000009433,-0.0431733952385267
CID000004845,-0.05816341565198768
CID005311082,0.004227155869485744
CID000002951,-0.002864651354028025
CID000003736,-0.05686180273963437
CID005473385,-0.019430988569924867
CID000004440,-0.09134308654401191
CID000041693,0.0757714100679816
CID000082146,-0.06387379573980367
CID000004201,0.13184501802237536
CID000065027,0.04684625692276856
CID000003494,0.07892757913714044
CID000003108,0.09353602943353156
CID000013342,-0.01597121679132818
CID000068844,-0.08856673775665502
CID000060164,0.02158645347618815
CID000004195,-0.14217787750555444
CID000002995,0.030979237915082836
CID000003355,0.07956120194886296
CID000027991,0.010726599100931322
CID004659569,-0.10331414696939611
CID000004425,0.04231531022459145
CID000003117,-0.11648129072674562
CID000005195,0.039955794086119156
CID000012620,0.09583703711825065
CID000156419,-0.04914074057174367
CID000040976,-0.09069926154207231
CID000003059,-0.004553294937715169
CID000003827,0.03817805010467201
CID000004675,-0.0058865935930449975
CID000000298,-0.13181853346786543
CID000003305,-0.0021637511705974166
CID000002215,0.0356083270447185
CID006436173,-0.013176699801223268
CID000051634,-0.027383563611464323
CID000004739,0.15549727650859513
CID000002610,0.09949291970781216
CID000004727,0.01993634907048014
CID000003637,-0.06219259473559191
CID000004745,0.01011499522975301
CID004659568,-0.01205321413890137
CID000657298,0.018911302820381448
CID000005878,0.1279713782293186
CID000003404,0.03787701694216916
CID000060871,0.1104169467430639
CID000004264,-0.045836662835218256
CID000003734,-0.06506446566018131
CID000005584,0.10568108327767245
CID000002369,-0.01611790730185203
CID000005525,0.00577765925206386
CID000054786,-0.10719681118136504
CID000004736,0.04616857414293418
CID000122316,-0.004886610613087816
CID000003008,-0.06816324826926845
CID000048175,-0.06537580088979955
CID000004893,0.13097525660732123
CID006918453,0.07499365347799392
CID000003066,0.037052232897306525
CID000002637,-0.009116387399925818
CID000042113,0.009612065875231779
CID000057537,0.011828646817200528
CID000002019,0.08476462098720483
CID000444013,0.01757243822642962
CID000060787,-0.06539099417246108
CID000002719,0.06251413050241961
CID000009052,-0.06940995612501277
CID000004419,0.022779383234304507
CID000036811,-0.04892037277332206
CID000003040,-0.09409885642241966
CID000003372,-0.044392904451593385
CID000002283,-0.059943183031642366
CID000123606,0.15071936814006615
CID005281007,-0.04683397081457974
CID000150610,-0.014912712016746488
CID000003291,0.03460019798931169
CID000003384,-0.06694807581459061
CID000005070,-0.0198647636272542
CID000002708,-0.014910619141794257
CID005282044,0.03246037245647371
CID000014888,-0.04291305197239481
CID000002476,0.029131646465172856
CID000002551,0.07973606659825694
CID000003724,0.12158777342308114
CID000002177,0.008242228105813987
CID000004046,-0.06345831395384827
CID000002673,0.015129789844788855
CID000003381,0.016087511473561134
CID000072467,0.03778080813424789
CID000004428,-0.019063566952287836
CID000057469,-0.04941711171405849
CID004479097,0.015834036360423243
CID000004932,-0.02835421108291336
CID000077992,0.1465415299223638
CID000005505,-0.013819366296449198
CID000002370,-0.05201328454861742
CID000145068,-0.0563825892506189
CID000004730,-0.05384590615626905
CID000001546,-0.026179140019233937
CID000002725,-0.007709623938195076
CID000004723,-0.031866894556766834
CID000005381,0.07909303898996345
CID000001206,0.02252530639069239
CID000153941,-0.09148373077581806
CID000003394,0.018767159757544283
CID000002170,0.04638820656422449
CID000002519,-0.08302041214935585
CID000003278,-0.04973750719560832
CID000004993,-0.09731260381867313
CID006435110,-0.014444360613915963
CID000004211,0.0996349038039338
CID000444033,-0.05506031299115355
CID005362070,0.07499345732668994
CID000003373,0.017660168684646926
CID000003730,-0.018656479398417858
CID000004011,0.021206601297092065
CID000005486,-0.07364861874423823
CID000005530,-0.044301994471467765
CID000039860,-0.15911888822881992
CID000002182,0.08384571194704882
CID000005482,-0.0002677098384644694
CID000002349,-0.08510393214543988
CID000004645,-0.02735163824130815
CID000000815,0.15876027043018637
CID003086258,0.09407215819625137
CID000004497,0.02716418768384321
CID000003642,-0.045358742324957735
CID000002232,-0.05717707019741214
CID000004913,-0.050347616349592395
CID000002675,-0.08200410353195808
CID000005052,-0.10561132628637648
CID000002266,-0.017089189299934082
CID009571074,-0.043895569230305576
CID000000158,-0.09771169616701059
CID000003562,0.04757858136098536
